h_offset,i_offset,omega_offset,nu_offset,detectable_10.0
-56.0,0.10000000000000007,1.0,0.7,1
-56.0,0.10000000000000007,1.0,0.6000000000000001,1
-56.0,0.20000000000000012,0.6000000000000001,-0.4,1
-56.0,0.20000000000000012,0.6999999999999997,0.6000000000000001,1
-56.0,0.20000000000000012,0.7999999999999998,0.6000000000000001,1
-56.0,0.20000000000000012,0.8999999999999999,0.6000000000000001,1
-56.0,0.20000000000000012,1.0,0.6000000000000001,1
-56.0,0.20000000000000012,1.0999999999999996,0.6000000000000001,1
-56.0,0.20000000000000012,1.0999999999999996,0.7,1
-56.0,0.20000000000000012,1.1999999999999995,0.6000000000000001,1
-56.0,0.20000000000000012,1.1999999999999995,0.7,1
-56.0,0.20000000000000012,1.2999999999999998,0.7,1
-56.0,0.20000000000000012,1.2999999999999998,0.6000000000000001,1
-54.0,-0.20000000000000012,-0.8,-0.6,1
-54.0,-0.20000000000000012,-0.7000000000000002,-0.6,1
-54.0,-0.20000000000000012,-0.7000000000000002,-0.5,1
-54.0,-0.20000000000000012,-0.6000000000000001,-0.4,1
-54.0,-0.20000000000000012,-0.6000000000000001,-0.5,1
-54.0,-0.20000000000000012,-0.5,-0.4,1
-54.0,-0.20000000000000012,-0.5,-0.5,1
-54.0,-0.20000000000000012,-0.3999999999999999,-0.4,1
-54.0,-0.20000000000000012,-0.2999999999999998,-0.4,1
-54.0,-0.10000000000000007,-1.5,-0.7,1
-54.0,-0.10000000000000007,-1.4,-0.7,1
-54.0,-0.10000000000000007,-1.4,-0.6,1
-54.0,-0.10000000000000007,-1.3,-0.7,1
-54.0,-0.10000000000000007,-1.3,-0.6,1
-54.0,-0.10000000000000007,-1.2,-0.6,1
-54.0,-0.10000000000000007,-1.2,-0.7,1
-54.0,-0.10000000000000007,-1.1,-0.6,1
-54.0,-0.10000000000000007,-1.1,-0.7,1
-54.0,-0.10000000000000007,-1.0,-0.7,1
-54.0,-0.10000000000000007,-1.0,-0.6,1
-54.0,-0.10000000000000007,-0.8999999999999999,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.8999999999999999,-0.5,1
-54.0,-0.10000000000000007,-0.8999999999999999,-0.6,1
-54.0,-0.10000000000000007,-0.8,-0.6,1
-54.0,-0.10000000000000007,-0.8,-0.5,1
-54.0,-0.10000000000000007,-0.8,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.7000000000000002,-0.6,1
-54.0,-0.10000000000000007,-0.7000000000000002,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.7000000000000002,-0.5,1
-54.0,-0.10000000000000007,-0.6000000000000001,-0.6,1
-54.0,-0.10000000000000007,-0.6000000000000001,-0.5,1
-54.0,-0.10000000000000007,-0.6000000000000001,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.5,-0.5,1
-54.0,-0.10000000000000007,-0.5,-0.6,1
-54.0,-0.10000000000000007,-0.5,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.3999999999999999,-0.4,1
-54.0,-0.10000000000000007,-0.3999999999999999,-0.5,1
-54.0,-0.10000000000000007,-0.3999999999999999,0.4000000000000001,1
-54.0,-0.10000000000000007,-0.3999999999999999,0.30000000000000004,1
-54.0,-0.10000000000000007,-0.2999999999999998,-0.4,1
-54.0,-0.10000000000000007,-0.2999999999999998,-0.5,1
-54.0,-0.10000000000000007,-0.2999999999999998,0.4000000000000001,1
-54.0,-0.10000000000000007,-0.20000000000000012,-0.4,1
-54.0,-0.10000000000000007,-0.20000000000000012,-0.5,1
-54.0,-0.10000000000000007,-0.20000000000000012,0.4000000000000001,1
-54.0,-0.10000000000000007,-0.10000000000000007,-0.4,1
-54.0,-0.10000000000000007,-0.10000000000000007,0.4000000000000001,1
-54.0,-0.10000000000000007,0.0,-0.4,1
-54.0,-0.10000000000000007,0.0,0.4000000000000001,1
-54.0,-0.10000000000000007,0.10000000000000007,0.4000000000000001,1
-54.0,-0.10000000000000007,0.10000000000000007,-0.4,1
-54.0,-0.10000000000000007,0.19999999999999973,-0.30000000000000004,1
-54.0,-0.10000000000000007,0.19999999999999973,0.4000000000000001,1
-54.0,-0.10000000000000007,0.2999999999999998,0.4000000000000001,1
-54.0,-0.10000000000000007,0.3999999999999999,0.4000000000000001,1
-54.0,-0.10000000000000007,0.3999999999999999,0.5,1
-54.0,-0.10000000000000007,0.5,0.5,1
-54.0,0.0,-1.0,-0.6,1
-54.0,0.0,-0.8999999999999999,-0.6,1
-54.0,0.0,-0.8,-0.6,1
-54.0,0.0,-0.7000000000000002,-0.6,1
-54.0,0.0,-0.6000000000000001,-0.6,1
-54.0,0.0,-0.6000000000000001,-0.5,1
-54.0,0.0,-0.5,-0.6,1
-54.0,0.0,-0.5,-0.5,1
-54.0,0.0,-0.5,0.4000000000000001,1
-54.0,0.0,-0.3999999999999999,-0.5,1
-54.0,0.0,-0.3999999999999999,0.4000000000000001,1
-54.0,0.0,-0.2999999999999998,-0.5,1
-54.0,0.0,-0.2999999999999998,0.4000000000000001,1
-54.0,0.0,-0.20000000000000012,-0.5,1
-54.0,0.0,-0.20000000000000012,0.4000000000000001,1
-54.0,0.0,-0.10000000000000007,-0.5,1
-54.0,0.0,-0.10000000000000007,-0.4,1
-54.0,0.0,0.0,-0.4,1
-54.0,0.0,-0.10000000000000007,0.4000000000000001,1
-54.0,0.0,0.0,-0.5,1
-54.0,0.0,0.0,0.4000000000000001,1
-54.0,0.0,0.0,0.5,1
-54.0,0.0,0.10000000000000007,0.4000000000000001,1
-54.0,0.0,0.10000000000000007,-0.4,1
-54.0,0.0,0.10000000000000007,0.5,1
-54.0,0.0,0.19999999999999973,0.5,1
-54.0,0.0,0.19999999999999973,0.4000000000000001,1
-54.0,0.0,0.19999999999999973,-0.4,1
-54.0,0.0,0.2999999999999998,-0.4,1
-54.0,0.0,0.2999999999999998,0.5,1
-54.0,0.0,0.2999999999999998,0.4000000000000001,1
-54.0,0.0,0.3999999999999999,-0.4,1
-54.0,0.0,0.3999999999999999,-0.30000000000000004,1
-54.0,0.0,0.3999999999999999,0.5,1
-54.0,0.0,0.3999999999999999,0.4000000000000001,1
-54.0,0.0,0.5,0.6000000000000001,1
-54.0,0.0,0.5,0.5,1
-54.0,0.0,0.5,-0.30000000000000004,1
-54.0,0.0,0.6000000000000001,-0.30000000000000004,1
-54.0,0.0,0.6000000000000001,0.6000000000000001,1
-54.0,0.0,0.6000000000000001,0.5,1
-54.0,0.0,0.6999999999999997,0.6000000000000001,1
-54.0,0.0,0.6999999999999997,0.5,1
-54.0,0.0,0.7999999999999998,0.6000000000000001,1
-54.0,0.10000000000000007,-0.2999999999999998,-0.5,1
-54.0,0.10000000000000007,-0.2999999999999998,0.4000000000000001,1
-54.0,0.10000000000000007,-0.20000000000000012,-0.5,1
-54.0,0.10000000000000007,-0.10000000000000007,-0.5,1
-54.0,0.10000000000000007,0.0,-0.5,1
-54.0,0.10000000000000007,0.10000000000000007,0.5,1
-54.0,0.10000000000000007,0.19999999999999973,-0.4,1
-54.0,0.10000000000000007,0.19999999999999973,0.5,1
-54.0,0.10000000000000007,0.2999999999999998,-0.4,1
-54.0,0.10000000000000007,0.2999999999999998,0.5,1
-54.0,0.10000000000000007,0.3999999999999999,0.5,1
-54.0,0.10000000000000007,0.3999999999999999,-0.4,1
-54.0,0.10000000000000007,0.5,-0.4,1
-54.0,0.10000000000000007,0.5,0.6000000000000001,1
-54.0,0.10000000000000007,0.5,0.5,1
-54.0,0.10000000000000007,0.6000000000000001,0.5,1
-54.0,0.10000000000000007,0.6000000000000001,0.6000000000000001,1
-54.0,0.10000000000000007,0.6999999999999997,-0.30000000000000004,1
-54.0,0.10000000000000007,0.6999999999999997,0.6000000000000001,1
-54.0,0.10000000000000007,0.6999999999999997,0.5,1
-54.0,0.10000000000000007,0.7999999999999998,-0.30000000000000004,1
-54.0,0.10000000000000007,0.7999999999999998,0.6000000000000001,1
-54.0,0.10000000000000007,0.7999999999999998,0.5,1
-54.0,0.10000000000000007,0.8999999999999999,0.5,1
-54.0,0.10000000000000007,0.8999999999999999,0.7,1
-54.0,0.10000000000000007,0.8999999999999999,-0.30000000000000004,1
-54.0,0.10000000000000007,0.8999999999999999,0.6000000000000001,1
-54.0,0.10000000000000007,1.0,0.6000000000000001,1
-54.0,0.10000000000000007,1.0,0.7,1
-54.0,0.10000000000000007,1.0,0.5,1
-54.0,0.10000000000000007,1.0999999999999996,0.7,1
-54.0,0.20000000000000012,0.5,-0.4,1
-54.0,0.20000000000000012,0.7999999999999998,0.6000000000000001,1
-54.0,0.20000000000000012,0.8999999999999999,0.6000000000000001,1
-54.0,0.20000000000000012,1.0,0.6000000000000001,1
-54.0,0.20000000000000012,1.0,-0.30000000000000004,1
-54.0,0.20000000000000012,1.0999999999999996,0.7,1
-54.0,0.20000000000000012,1.0999999999999996,0.6000000000000001,1
-54.0,0.20000000000000012,1.1999999999999995,0.7,1
-54.0,0.20000000000000012,1.1999999999999995,0.6000000000000001,1
-54.0,0.20000000000000012,1.2999999999999998,0.7,1
-54.0,0.20000000000000012,1.2999999999999998,0.6000000000000001,1
-54.0,0.2999999999999998,1.5999999999999996,0.7,1
-52.0,-0.20000000000000012,-1.0,0.2,1
-52.0,-0.20000000000000012,-0.8999999999999999,-0.6,1
-52.0,-0.20000000000000012,-0.8,-0.6,1
-52.0,-0.20000000000000012,-0.7000000000000002,-0.5,1
-52.0,-0.20000000000000012,-0.7000000000000002,-0.6,1
-52.0,-0.20000000000000012,-0.6000000000000001,-0.4,1
-52.0,-0.20000000000000012,-0.6000000000000001,-0.5,1
-52.0,-0.20000000000000012,-0.5,-0.4,1
-52.0,-0.20000000000000012,-0.5,-0.5,1
-52.0,-0.20000000000000012,-0.3999999999999999,-0.4,1
-52.0,-0.20000000000000012,-0.2999999999999998,-0.4,1
-52.0,-0.10000000000000007,-1.6,-0.6,1
-52.0,-0.10000000000000007,-1.5,-0.6,1
-52.0,-0.10000000000000007,-1.4,-0.7,1
-52.0,-0.10000000000000007,-1.4,-0.6,1
-52.0,-0.10000000000000007,-1.3,-0.6,1
-52.0,-0.10000000000000007,-1.3,-0.7,1
-52.0,-0.10000000000000007,-1.2,-0.7,1
-52.0,-0.10000000000000007,-1.2,-0.6,1
-52.0,-0.10000000000000007,-1.1,-0.6,1
-52.0,-0.10000000000000007,-1.1,-0.7,1
-52.0,-0.10000000000000007,-1.1,-0.5,1
-52.0,-0.10000000000000007,-1.0,-0.6,1
-52.0,-0.10000000000000007,-1.0,-0.5,1
-52.0,-0.10000000000000007,-0.8999999999999999,-0.6,1
-52.0,-0.10000000000000007,-0.8999999999999999,-0.5,1
-52.0,-0.10000000000000007,-0.8999999999999999,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.8,-0.6,1
-52.0,-0.10000000000000007,-0.8,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.8,-0.5,1
-52.0,-0.10000000000000007,-0.7000000000000002,-0.6,1
-52.0,-0.10000000000000007,-0.7000000000000002,-0.5,1
-52.0,-0.10000000000000007,-0.7000000000000002,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.6000000000000001,-0.4,1
-52.0,-0.10000000000000007,-0.6000000000000001,-0.5,1
-52.0,-0.10000000000000007,-0.6000000000000001,-0.6,1
-52.0,-0.10000000000000007,-0.6000000000000001,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.5,-0.6,1
-52.0,-0.10000000000000007,-0.5,-0.5,1
-52.0,-0.10000000000000007,-0.5,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.5,-0.4,1
-52.0,-0.10000000000000007,-0.3999999999999999,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.3999999999999999,-0.4,1
-52.0,-0.10000000000000007,-0.3999999999999999,-0.5,1
-52.0,-0.10000000000000007,-0.2999999999999998,0.4000000000000001,1
-52.0,-0.10000000000000007,-0.2999999999999998,-0.5,1
-52.0,-0.10000000000000007,-0.2999999999999998,-0.4,1
-52.0,-0.10000000000000007,-0.2999999999999998,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.20000000000000012,-0.5,1
-52.0,-0.10000000000000007,-0.20000000000000012,-0.4,1
-52.0,-0.10000000000000007,-0.20000000000000012,0.4000000000000001,1
-52.0,-0.10000000000000007,-0.20000000000000012,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.10000000000000007,-0.4,1
-52.0,-0.10000000000000007,-0.10000000000000007,0.30000000000000004,1
-52.0,-0.10000000000000007,-0.10000000000000007,0.4000000000000001,1
-52.0,-0.10000000000000007,0.0,-0.4,1
-52.0,-0.10000000000000007,0.0,-0.30000000000000004,1
-52.0,-0.10000000000000007,0.0,0.4000000000000001,1
-52.0,-0.10000000000000007,0.10000000000000007,-0.30000000000000004,1
-52.0,-0.10000000000000007,0.10000000000000007,-0.4,1
-52.0,-0.10000000000000007,0.10000000000000007,0.4000000000000001,1
-52.0,-0.10000000000000007,0.19999999999999973,-0.30000000000000004,1
-52.0,-0.10000000000000007,0.19999999999999973,0.4000000000000001,1
-52.0,-0.10000000000000007,0.2999999999999998,0.4000000000000001,1
-52.0,-0.10000000000000007,0.3999999999999999,0.4000000000000001,1
-52.0,-0.10000000000000007,0.5,0.5,1
-52.0,0.0,-0.8999999999999999,-0.6,1
-52.0,0.0,-0.8,-0.6,1
-52.0,0.0,-0.8,-0.5,1
-52.0,0.0,-0.8,0.30000000000000004,1
-52.0,0.0,-0.7000000000000002,-0.6,1
-52.0,0.0,-0.7000000000000002,-0.5,1
-52.0,0.0,-0.7000000000000002,0.30000000000000004,1
-52.0,0.0,-0.6000000000000001,-0.6,1
-52.0,0.0,-0.6000000000000001,-0.5,1
-52.0,0.0,-0.6000000000000001,0.30000000000000004,1
-52.0,0.0,-0.5,-0.5,1
-52.0,0.0,-0.5,0.30000000000000004,1
-52.0,0.0,-0.3999999999999999,-0.5,1
-52.0,0.0,-0.3999999999999999,0.4000000000000001,1
-52.0,0.0,-0.2999999999999998,-0.5,1
-52.0,0.0,-0.2999999999999998,-0.4,1
-52.0,0.0,-0.2999999999999998,0.4000000000000001,1
-52.0,0.0,-0.20000000000000012,-0.5,1
-52.0,0.0,-0.20000000000000012,-0.4,1
-52.0,0.0,-0.20000000000000012,0.4000000000000001,1
-52.0,0.0,-0.10000000000000007,-0.5,1
-52.0,0.0,-0.10000000000000007,-0.4,1
-52.0,0.0,-0.10000000000000007,0.4000000000000001,1
-52.0,0.0,0.0,-0.4,1
-52.0,0.0,0.0,-0.5,1
-52.0,0.0,0.0,0.4000000000000001,1
-52.0,0.0,0.0,0.5,1
-52.0,0.0,0.10000000000000007,0.5,1
-52.0,0.0,0.10000000000000007,0.4000000000000001,1
-52.0,0.0,0.10000000000000007,-0.4,1
-52.0,0.0,0.19999999999999973,-0.4,1
-52.0,0.0,0.19999999999999973,-0.30000000000000004,1
-52.0,0.0,0.19999999999999973,0.4000000000000001,1
-52.0,0.0,0.19999999999999973,0.5,1
-52.0,0.0,0.2999999999999998,-0.4,1
-52.0,0.0,0.2999999999999998,-0.30000000000000004,1
-52.0,0.0,0.2999999999999998,0.5,1
-52.0,0.0,0.2999999999999998,0.4000000000000001,1
-52.0,0.0,0.3999999999999999,-0.30000000000000004,1
-52.0,0.0,0.3999999999999999,0.4000000000000001,1
-52.0,0.0,0.3999999999999999,0.5,1
-52.0,0.0,0.5,-0.30000000000000004,1
-52.0,0.0,0.5,0.6000000000000001,1
-52.0,0.0,0.5,0.4000000000000001,1
-52.0,0.0,0.5,0.5,1
-52.0,0.0,0.6000000000000001,0.5,1
-52.0,0.0,0.6000000000000001,0.4000000000000001,1
-52.0,0.0,0.6000000000000001,-0.30000000000000004,1
-52.0,0.0,0.6000000000000001,0.6000000000000001,1
-52.0,0.0,0.6999999999999997,0.5,1
-52.0,0.0,0.6999999999999997,0.4000000000000001,1
-52.0,0.0,0.6999999999999997,0.6000000000000001,1
-52.0,0.0,0.7999999999999998,0.6000000000000001,1
-52.0,0.10000000000000007,-0.2999999999999998,-0.5,1
-52.0,0.10000000000000007,-0.20000000000000012,-0.5,1
-52.0,0.10000000000000007,-0.20000000000000012,0.4000000000000001,1
-52.0,0.10000000000000007,-0.10000000000000007,0.4000000000000001,1
-52.0,0.10000000000000007,-0.10000000000000007,-0.5,1
-52.0,0.10000000000000007,0.0,0.4000000000000001,1
-52.0,0.10000000000000007,0.0,-0.4,1
-52.0,0.10000000000000007,0.10000000000000007,-0.4,1
-52.0,0.10000000000000007,0.10000000000000007,0.4000000000000001,1
-52.0,0.10000000000000007,0.10000000000000007,0.5,1
-52.0,0.10000000000000007,0.19999999999999973,0.4000000000000001,1
-52.0,0.10000000000000007,0.19999999999999973,0.5,1
-52.0,0.10000000000000007,0.19999999999999973,-0.4,1
-52.0,0.10000000000000007,0.2999999999999998,-0.4,1
-52.0,0.10000000000000007,0.2999999999999998,0.5,1
-52.0,0.10000000000000007,0.3999999999999999,-0.4,1
-52.0,0.10000000000000007,0.3999999999999999,0.5,1
-52.0,0.10000000000000007,0.5,0.5,1
-52.0,0.10000000000000007,0.5,-0.4,1
-52.0,0.10000000000000007,0.5,0.6000000000000001,1
-52.0,0.10000000000000007,0.5,-0.30000000000000004,1
-52.0,0.10000000000000007,0.6000000000000001,-0.30000000000000004,1
-52.0,0.10000000000000007,0.6000000000000001,0.6000000000000001,1
-52.0,0.10000000000000007,0.6000000000000001,0.5,1
-52.0,0.10000000000000007,0.6999999999999997,-0.30000000000000004,1
-52.0,0.10000000000000007,0.6999999999999997,0.6000000000000001,1
-52.0,0.10000000000000007,0.6999999999999997,0.5,1
-52.0,0.10000000000000007,0.7999999999999998,-0.30000000000000004,1
-52.0,0.10000000000000007,0.7999999999999998,0.6000000000000001,1
-52.0,0.10000000000000007,0.7999999999999998,0.5,1
-52.0,0.10000000000000007,0.8999999999999999,-0.30000000000000004,1
-52.0,0.10000000000000007,0.8999999999999999,0.5,1
-52.0,0.10000000000000007,0.8999999999999999,0.6000000000000001,1
-52.0,0.10000000000000007,1.0,0.5,1
-52.0,0.10000000000000007,1.0,0.7,1
-52.0,0.10000000000000007,1.0,0.6000000000000001,1
-52.0,0.10000000000000007,1.0999999999999996,-0.2,1
-52.0,0.10000000000000007,1.0999999999999996,0.7,1
-52.0,0.20000000000000012,0.5,0.5,1
-52.0,0.20000000000000012,0.6000000000000001,0.5,1
-52.0,0.20000000000000012,0.6999999999999997,0.5,1
-52.0,0.20000000000000012,0.7999999999999998,-0.30000000000000004,1
-52.0,0.20000000000000012,0.7999999999999998,0.6000000000000001,1
-52.0,0.20000000000000012,0.7999999999999998,0.5,1
-52.0,0.20000000000000012,0.8999999999999999,-0.30000000000000004,1
-52.0,0.20000000000000012,0.8999999999999999,0.6000000000000001,1
-52.0,0.20000000000000012,1.0,-0.30000000000000004,1
-52.0,0.20000000000000012,1.0,0.6000000000000001,1
-52.0,0.20000000000000012,1.0999999999999996,0.7,1
-52.0,0.20000000000000012,1.0999999999999996,0.6000000000000001,1
-52.0,0.20000000000000012,1.1999999999999995,0.6000000000000001,1
-52.0,0.20000000000000012,1.1999999999999995,0.7,1
-52.0,0.20000000000000012,1.2999999999999998,0.7,1
-52.0,0.20000000000000012,1.2999999999999998,0.6000000000000001,1
-52.0,0.20000000000000012,1.3999999999999997,-0.2,1
-50.0,-0.20000000000000012,-0.8999999999999999,-0.6,1
-50.0,-0.20000000000000012,-0.8999999999999999,0.2,1
-50.0,-0.20000000000000012,-0.8,-0.5,1
-50.0,-0.20000000000000012,-0.8,-0.6,1
-50.0,-0.20000000000000012,-0.8,0.2,1
-50.0,-0.20000000000000012,-0.7000000000000002,-0.5,1
-50.0,-0.20000000000000012,-0.7000000000000002,0.2,1
-50.0,-0.20000000000000012,-0.6000000000000001,-0.4,1
-50.0,-0.20000000000000012,-0.6000000000000001,0.2,1
-50.0,-0.20000000000000012,-0.6000000000000001,-0.5,1
-50.0,-0.20000000000000012,-0.5,-0.4,1
-50.0,-0.20000000000000012,-0.5,-0.5,1
-50.0,-0.20000000000000012,-0.3999999999999999,-0.30000000000000004,1
-50.0,-0.20000000000000012,-0.3999999999999999,-0.4,1
-50.0,-0.20000000000000012,-0.2999999999999998,-0.4,1
-50.0,-0.20000000000000012,-0.2999999999999998,-0.30000000000000004,1
-50.0,-0.10000000000000007,-1.6,-0.6,1
-50.0,-0.10000000000000007,-1.5,-0.6,1
-50.0,-0.10000000000000007,-1.4,-0.6,1
-50.0,-0.10000000000000007,-1.3,-0.6,1
-50.0,-0.10000000000000007,-1.3,0.2,1
-50.0,-0.10000000000000007,-1.2,0.2,1
-50.0,-0.10000000000000007,-1.2,-0.6,1
-50.0,-0.10000000000000007,-1.2,-0.5,1
-50.0,-0.10000000000000007,-1.1,-0.5,1
-50.0,-0.10000000000000007,-1.1,-0.6,1
-50.0,-0.10000000000000007,-1.1,0.2,1
-50.0,-0.10000000000000007,-1.0,-0.6,1
-50.0,-0.10000000000000007,-1.0,-0.5,1
-50.0,-0.10000000000000007,-1.0,0.2,1
-50.0,-0.10000000000000007,-0.8999999999999999,-0.6,1
-50.0,-0.10000000000000007,-0.8999999999999999,-0.5,1
-50.0,-0.10000000000000007,-0.8999999999999999,0.2,1
-50.0,-0.10000000000000007,-0.8,-0.6,1
-50.0,-0.10000000000000007,-0.8,-0.5,1
-50.0,-0.10000000000000007,-0.8,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.7000000000000002,-0.4,1
-50.0,-0.10000000000000007,-0.7000000000000002,-0.6,1
-50.0,-0.10000000000000007,-0.7000000000000002,-0.5,1
-50.0,-0.10000000000000007,-0.7000000000000002,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.6000000000000001,-0.5,1
-50.0,-0.10000000000000007,-0.6000000000000001,-0.6,1
-50.0,-0.10000000000000007,-0.6000000000000001,-0.4,1
-50.0,-0.10000000000000007,-0.6000000000000001,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.5,-0.5,1
-50.0,-0.10000000000000007,-0.5,-0.4,1
-50.0,-0.10000000000000007,-0.5,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.3999999999999999,-0.4,1
-50.0,-0.10000000000000007,-0.3999999999999999,-0.5,1
-50.0,-0.10000000000000007,-0.3999999999999999,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.2999999999999998,-0.5,1
-50.0,-0.10000000000000007,-0.2999999999999998,-0.4,1
-50.0,-0.10000000000000007,-0.2999999999999998,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.20000000000000012,-0.4,1
-50.0,-0.10000000000000007,-0.20000000000000012,-0.5,1
-50.0,-0.10000000000000007,-0.20000000000000012,-0.30000000000000004,1
-50.0,-0.10000000000000007,-0.20000000000000012,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.20000000000000012,0.4000000000000001,1
-50.0,-0.10000000000000007,-0.10000000000000007,0.4000000000000001,1
-50.0,-0.10000000000000007,-0.10000000000000007,0.30000000000000004,1
-50.0,-0.10000000000000007,-0.10000000000000007,-0.30000000000000004,1
-50.0,-0.10000000000000007,-0.10000000000000007,-0.4,1
-50.0,-0.10000000000000007,0.0,-0.4,1
-50.0,-0.10000000000000007,0.0,-0.30000000000000004,1
-50.0,-0.10000000000000007,0.0,0.30000000000000004,1
-50.0,-0.10000000000000007,0.0,0.4000000000000001,1
-50.0,-0.10000000000000007,0.10000000000000007,-0.30000000000000004,1
-50.0,-0.10000000000000007,0.10000000000000007,0.30000000000000004,1
-50.0,-0.10000000000000007,0.10000000000000007,0.4000000000000001,1
-50.0,-0.10000000000000007,0.19999999999999973,-0.30000000000000004,1
-50.0,-0.10000000000000007,0.19999999999999973,0.4000000000000001,1
-50.0,-0.10000000000000007,0.19999999999999973,0.30000000000000004,1
-50.0,-0.10000000000000007,0.2999999999999998,0.4000000000000001,1
-50.0,-0.10000000000000007,0.3999999999999999,0.4000000000000001,1
-50.0,-0.10000000000000007,0.5,0.4000000000000001,1
-50.0,0.0,-0.8999999999999999,-0.5,1
-50.0,0.0,-0.8,0.30000000000000004,1
-50.0,0.0,-0.8,-0.5,1
-50.0,0.0,-0.7000000000000002,-0.5,1
-50.0,0.0,-0.7000000000000002,0.30000000000000004,1
-50.0,0.0,-0.6000000000000001,0.30000000000000004,1
-50.0,0.0,-0.6000000000000001,-0.5,1
-50.0,0.0,-0.5,-0.5,1
-50.0,0.0,-0.5,0.30000000000000004,1
-50.0,0.0,-0.3999999999999999,-0.4,1
-50.0,0.0,-0.3999999999999999,-0.5,1
-50.0,0.0,-0.3999999999999999,0.30000000000000004,1
-50.0,0.0,-0.3999999999999999,0.4000000000000001,1
-50.0,0.0,-0.2999999999999998,-0.4,1
-50.0,0.0,-0.2999999999999998,-0.5,1
-50.0,0.0,-0.2999999999999998,0.4000000000000001,1
-50.0,0.0,-0.2999999999999998,0.30000000000000004,1
-50.0,0.0,-0.20000000000000012,-0.5,1
-50.0,0.0,-0.20000000000000012,-0.4,1
-50.0,0.0,-0.20000000000000012,0.30000000000000004,1
-50.0,0.0,-0.20000000000000012,0.4000000000000001,1
-50.0,0.0,-0.10000000000000007,-0.5,1
-50.0,0.0,-0.10000000000000007,-0.4,1
-50.0,0.0,-0.10000000000000007,0.30000000000000004,1
-50.0,0.0,-0.10000000000000007,0.4000000000000001,1
-50.0,0.0,0.0,0.4000000000000001,1
-50.0,0.0,0.0,-0.4,1
-50.0,0.0,0.10000000000000007,0.4000000000000001,1
-50.0,0.0,0.10000000000000007,-0.4,1
-50.0,0.0,0.10000000000000007,-0.30000000000000004,1
-50.0,0.0,0.10000000000000007,0.5,1
-50.0,0.0,0.19999999999999973,-0.30000000000000004,1
-50.0,0.0,0.19999999999999973,-0.4,1
-50.0,0.0,0.19999999999999973,0.4000000000000001,1
-50.0,0.0,0.19999999999999973,0.5,1
-50.0,0.0,0.2999999999999998,-0.30000000000000004,1
-50.0,0.0,0.2999999999999998,-0.4,1
-50.0,0.0,0.2999999999999998,0.4000000000000001,1
-50.0,0.0,0.2999999999999998,0.5,1
-50.0,0.0,0.3999999999999999,0.5,1
-50.0,0.0,0.3999999999999999,-0.30000000000000004,1
-50.0,0.0,0.3999999999999999,0.4000000000000001,1
-50.0,0.0,0.5,-0.30000000000000004,1
-50.0,0.0,0.5,0.4000000000000001,1
-50.0,0.0,0.5,0.5,1
-50.0,0.0,0.6000000000000001,-0.30000000000000004,1
-50.0,0.0,0.6000000000000001,0.4000000000000001,1
-50.0,0.0,0.6000000000000001,0.5,1
-50.0,0.0,0.6000000000000001,0.6000000000000001,1
